Company Name,Sector,Funding Stage,Amount,Headquarters,Description,Funding Year,Year Founded,Founders,Investors
Workflexi,Human Resources,Seed,146000,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,nan,,
Streak,Financial Services,Seed,328500,Bangalore,Algorithmic trading platform.,2018,nan,,
Kuants,Financial Services,Seed,73000,Gurgaon,Algorithmic trading platform.,2018,nan,,
NiYO Solutions,Finance,Series A,13200000,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,nan,,
Hippo Video,Customer Service,Seed,0,Chennai,A video recording and sharing software.,2018,nan,,
Satvacart,E-Commerce,Seed,0,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018,nan,,
Daaki,Health Care,Angel,0,Bangalore,Sports Nutrition startup,2018,nan,,
Simulanis,Training,Seed,500000,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,nan,,
MY CHIRAAG CAB,Travel,Seed,1000000,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,nan,,
WOTU,Food and Beverage,Seed,0,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018,nan,,
Flathalt,—,Angel,50000,Gurgaon,FInd your Customized Home here.,2018,nan,,
True Elements,Dietary Supplements,Seed,730000,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,nan,,
Trendlyne Technologies,Financial Services,Seed,200000,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,nan,,
Planys Technologies,Manufacturing,Series A,2046920,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,nan,,
HealthPlix,Fitness,Series A,3000000,Bangalore,HealthPlix is a healthtech startup,2018,nan,,
dishq,—,Seed,400000,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,nan,,
Entropik Technology,Artificial Intelligence,Seed,1100000,Bengaluru,The boundaries between Human and Machines are shrinking fast.,2018,nan,,
myHQ,Collaboration,Series A,500000,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,nan,,
Trell,—,Seed,1250000,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,nan,,
Kidovators (by GyanLab),Big Data,Seed,180000,Bangalore,Building future human capital through 21st Century Skills programs for K-12,2018,nan,,
Log 9 Materials,Nanotechnology,Seed,438000,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,nan,,
VTION,Analytics,Seed,280320,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,nan,,
HousingMan.com,—,Seed,1503800,Bengaluru,"New Apartments, Flats for Sale in Bangalore",2018,nan,,
Steradian Semiconductors,—,Seed,0,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,nan,,
RupeeCircle,Financial Services,Seed,584000,Mumbai,RupeeCircle is a new age finance company.,2018,nan,,
Wooden Street,E-Commerce,Series A,1000000,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,nan,,
The Ken,Digital Media,Series A,1500000,Bengaluru,The Ken is India’s first subscriptions-only business news site,2018,nan,,
SaffronStays,—,Seed,2000000,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018,nan,,
Vebbler,File Sharing,Seed,0,Bengaluru,A personal network for close people,2018,nan,,
Foyr,Home Decor,Series A,4200000,Pune,"Foyr.com is India's first online, automated interior designer",2018,nan,,
MEngage,Health Care,Seed,175000,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,nan,,
Inner Being Wellness,—,Angel,511000,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,nan,,
Kobster,E-Commerce,Seed,0,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,nan,,
Wishberry,Crowdfunding,Series A,1460000,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,nan,,
McXtra,Finance,Seed,1300000,Andheri,McXtra is a digital insurance broking startup.,2018,nan,,
Magic Crate,Children,Seed,0,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,nan,,
SmartVizX,Software,Seed,1450000,Noida,It is a Virtual Reality Solutions StartUp,2018,nan,,
MySEODoc,—,Seed,0,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,nan,,
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,2920,Pune,Digital Marketing Agency,2018,nan,,
Scale Labs,—,Seed,1000000,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,nan,,
HungerBox,B2B,Series A,4500000,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,nan,,
Biryani By Kilo,Catering,Seed,1000000,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,nan,,
Wholesome Habits (EAT Anytime),Food and Beverage,Seed,500000,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,nan,,
GoBumpr,Automotive,Seed,600000,Mylapore,Car Service and Bike Service Mobile App,2018,nan,,
Fixpocket,Computer,Seed,250000,Ahmedabad,Fixpocket is a internet-based startup.,2018,nan,,
edureka!,Android,Series A,2000000,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,nan,,
Hashtag Loyalty Private Limited,Analytics,Seed,0,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,nan,,
Wow Express,Delivery,Series A,4500000,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,nan,,
ZunRoof,Environmental Consulting,Angel,242360,Gurgaon,ZunRoof is a rooftop focused solar startup.,2018,nan,,
Eggoz,Food and Beverage,Angel,175200,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018,nan,,
Sqrrl Fintech,Big Data,Seed,1000000,Gurgaon,Personal Finance,2018,nan,,
GalaxyCard,Finance,Seed,0,Noida,GalaxyCard is a mobile based Instant credit card.,2018,nan,,
IndiQube,Commercial Real Estate,Series A,15000000,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,nan,,
EGK Foods,Food and Beverage,Seed,292000,Mumbai,A food processing enterprise registered with StartUp India .,2018,nan,,
NirogStreet,Apps,Seed,300000,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,nan,,
Pixr8,Digital Media,Seed,50000,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,nan,,
Nivesh.com,Finance,Seed,438000,Noida,Nivesh.com is a mass market mutual funds investment platform.,2018,nan,,
Theranosis Life Sciences,Biotechnology,Seed,0,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018,nan,,
Poshmiles Online Solutions Private Limited,Travel,Seed,0,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,nan,,
Reculta,Education,Seed,0,Noida,A campus recruitment solution provider.,2018,nan,,
Orbo.ai,Internet,Seed,0,Mumbai,Orbo is a computer vision and deep facial technology company.,2018,nan,,
Inntot Technologies,Consumer Electronics,Seed,0,Kochi,"Inntot Technologies, is a technology driven company.",2018,nan,,
Zoctr Health,Apps,Seed,0,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,nan,,
Hey Deedee,Delivery Service,Seed,481800,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,nan,,
DigiConnectt Technologys,Information Services,Seed,125000,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,nan,,
Locus.sh,Big Data,Series A,4000000,Bangalore,Locus is an intelligent logistics automation platform.,2018,nan,,
Sports Flashes Pvt. Ltd,Basketball,Seed,1000000,New Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,nan,,
Inc42,Media and Entertainment,Seed,0,New Delhi,Inc42 is one of the leading tech media publications of India.,2018,nan,,
Picxy,Internet,Seed,130000,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,nan,,
Huddle,Consulting,Seed,300000,Haryana,A coworking incubator Company.,2018,nan,,
Benepik,Human Resources,Seed,0,Gurgaon,HR Technology start-up.,2018,nan,,
Cash Suvidha,Finance,Seed,1000000,New Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,nan,,
Smartcoin,Big Data,Seed,2000000,Bangalore,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,nan,,
Carmel Organics,Agriculture,Series A,0,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,nan,,
Roadcast,—,Angel,250000,New Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,nan,,
Printline Media(ThePrint),Digital Media,Seed,509540,New Delhi,A digital news platform.,2018,nan,,
Creditas Solutions,Financial Services,Seed,0,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,nan,,
UrbanPiper,Software,Seed,0,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,nan,,
Doxper,Health Care,Seed,1051200,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,nan,,
i2ifunding,Crowdfunding,Angel,730000,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,nan,,
ShakeDeal,B2B,Seed,0,Bangalore,Home of B2B Commerce,2018,nan,,
HelloVerify,Fraud Detection,Seed,0,Noida,HelloVerify is an online background check platform.,2018,nan,,
Fasal,Agriculture,Seed,120000,Bengaluru,Climate Smart Precision Agriculture Platform,2018,nan,,
CoinGeto,Cryptocurrency,Seed,1752000,Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018,nan,,
Avail Finance,Finance,Series A,17200000,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,nan,,
Tripeur,Information Technology,Seed,600000,Bengaluru,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,nan,,
Wedeterna,Wedding,Angel,0,Bangalore,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,nan,,
Stumagz,Digital Media,Seed,0,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,nan,,
Doubtnut,E-Learning,Seed,511000,Gurgaon,Gurgaon based E-learning platform.,2018,nan,,
MCaffeine,Consumer Goods,Seed,467200,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,nan,,
TrustCheckr,Information Technology,Angel,100000,Bengaluru,A Bengaluru-based fraud analytics solution provider .,2018,nan,,
HealthAssure,Fitness,Seed,1000000,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,nan,,
Picture TIme,Digital Entertainment,Seed,3650000,New Delhi,Operator of low-cost mobile cinema theatres in rural areas.,2018,nan,,
1Crowd,Crowdsourcing,Angel,3500000,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018,nan,,
Aarav Unmanned Systems,Delivery,Seed,0,Bangalore,Professional Drones for Enterprise Applications,2018,nan,,
Wellthy Therapeutics Pvt Ltd,Health Care,Seed,1971000,Mumbai,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018,nan,,
Nua,Consumer Goods,Seed,0,Mumbai,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,2018,nan,,
Kuvera.in,Financial Services,Angel,250000,Bangalore,An online platform for mutual fund investments.,2018,nan,,
Livehealth,Health Care,Seed,1100000,Pune,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018,nan,,
Gramophone,Farming,Seed,1000000,Indore,An agricultural inputs startup Company.,2018,nan,,
Ora,Business Travel,Seed,0,Kolkata,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,2018,nan,,
Buddy4Study.com,Career Planning,Series A,3000000,Noida,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,2018,nan,,
Predible Health,Medical Device,Seed,0,Bangalore,Healthcare devices for cancer detection,2018,nan,,
